name,gender
James Liggat,m
Darius Khondji,m
Mark Gordon,m
Heidi Brook Myers,f
David Smith,m
Mary Selway,f
John Schwartzman,m
Terry Leonard,m
Michael Piller,m
Robert McCann,m
Leslie Jones,f
Marcia Nasatir,f
Daniel Grodnik,m
Joel Schumacher,m
Jean-Claude Van Damme,m
Brian Tyler,m
Scott Chestnut,m
Edwin Justus Mayer,m
John Gulager,m
Gary Ross,m
Paul W.S. Anderson,m
Roberto Rossellini,m
Rob Reiner,m
Kathleen Kennedy,f
Ron J. Friedman,m
Jill Sobel Messick,f
Peter Cornwell,m
Bradley Fuller,m
Mindy Marin,f
John Williams,m
Richard Sylbert,m
Matthias Lechner,m
Isis Mussenden,f
Bonnie Timmermann,f
Elayne Barbara Ceder,f
Samuel Hadida,m
Robert Greenhut,m
Johanna Ray,f
Sonia Grande,f
Lilly Wachowski,f
Philip G. Epstein,m
John Sloss,m
Jeffrey Stott,m
Michael Buster,m
Vilko Filac,m
Oliver Stone,m
Helen Robin,f
Ron Yerxa,m
Roger Deakins,m
Sharon Seymour,f
Lance Acord,m
Paul Bales,m
Peter Grant,m
Priscilla John,f
Tricia Wood,f
Adam Willis,m
Mark Knopfler,m
Nancy Young,f
Ivan Moffat,m
Edward Warschilka,m
Adam McKay,m
Danny Cohen,m
Jeff Draheim,m
Randi Hiller,f
Wesley Strick,m
Harvey Weinstein,m
Andrew G. Vajna,m
Phil Tippett,m
Charles Band,m
Marc Guggenheim,m
Mike Hill,m
John S. Lyons,m
Jane Rosenthal,f
Charles H. Joffe,m
Ellen Lewis,f
Craig Wood,m
Charles B. Wessler,m
Chen Kaige,m
Benjamin Weill,m
Oliver Wood,m
Maria Maggenti,f
Mary V. Buck,f
Mona Achache,f
Bradford Young,m
Richard Redlefsen,m
Aleksei Tolstoy,m
John E. Sullivan,m
Makoto Shinkai,m
Pete Goldfinger,m
Denise Di Novi,f
Rob Cohen,m
Ed Harris,m
Stanley Bergerman,m
Demi Moore,f
Paul Junger Witt,m
Paul Abascal,m
Steven Soderbergh,m
Lisa Thompson,f
Jonathan Sela,m
Warren Lewis,m
David Brisbin,m
Christine King,f
Roger Deakins,m
Sydney Z. Litwack,m
Jennifer Lopez,f
Fernando Carrere,m
Andrew Neskoromny,m
Don Bluth,m
Martin Starger,m
Stanley Kramer,m
Derek Haas,m
Martin Connor,m
Cary Odell,m
Kyle Rankin,m
Randy Bricker,m
Danielle Berman,f
Richard Friedenberg,m
Lucky McKee,m
Brian Pearson,m
Dennie Gordon,f
Howard Feuer,m
Hugo Friedhofer,m
Andy Eklund,m
Rosemary Brandenburg,f
Renny Harlin,m
Marc Webb,m
Guido Cerasuolo,m
Reynaldo Villalobos,m
Terri Taylor,f
Laura Rosenthal,f
Howard Shore,m
Harve Bennett,m
Eli Roth,m
Joe Simon,m
Stuart Gillard,m
Renée April,f
Charlie Peters,m
Missy Stewart,f
Joel Silver,m
Richard Reitinger,m
Baz Luhrmann,m
Ted Demme,m
Steve Ditko,m
Fausto Brizzi,m
Chris Bacon,m
Jeff Bleckner,m
Jason Blum,m
Marc Rocco,m
Gale Anne Hurd,f
Hugh S. Fowler,m
Wolfgang Glattes,m
Richard Maibaum,m
James G. Robinson,m
Tom Yoda,m
Heidi Levitt,f
J.C. Spink,m
Mary Goldberg,f
Matthew Margeson,m
Brian Yuzna,m
Orson Welles,m
Ben Nye,m
Glenn Farr,m
Ralph Zondag,m
Anthony Dod Mantle,m
Merissa Lombardo,f
Haris Zambarloukos,m
Jack Giarraputo,m
Deborah Aquila,f
Martin Cantwell,m
Mychael Danna,m
Herman A. Blumenthal,m
Edward Anderson,m
Chris Lebenzon,m
Dennis McCarthy,m
Charles Bishop,m
Jim Cruickshank,m
Tom Clancy,m
Tom Davis,m
Matt Chesse,m
Jackson De Govia,m
Stephen Chiodo,m
Bryan Burk,m
Claudia Becker,f
Mali Finn,f
Jack Mendelsohn,m
Earl Kress,m
Alicia Kirk,f
Sebastian Milito,m
Arthur P. Jacobs,m
Christophe Beck,m
Stephen J. Rivele,m
George Gallo,m
Jean Lépine,m
Dana Satler Hankins,f
Cathy Sandrich,f
Andrew Scheinman,m
Natalie Hart,f
Wally Pfister,m
Victoria Thomas,f
David Spade,m
Charlie Mole,f
Eric Fellner,m
Eugenio Alabiso,m
Esther García,f
Richard Hoover,m
Dan Lebental,m
Michael Wilkinson,m
Ryuichi Sakamoto,m
Tom Shadyac,m
Peter Barsocchini,m
Eric D. Johnson,m
Pierre Coffin,m
Rosemary Brandenburg,f
Eric Altmeyer,m
Susanne Bier,f
Simon Bowles,m
Pierre Braunberger,m
Scott Rosenberg,m
Jon Ronson,m
Basil Poledouris,m
Alan Baumgarten,m
Peter Hedges,m
Dan Scanlon,m
Brian Grazer,m
Priscilla Nedd-Friendly,f
Lilian Lee,f
Shannon Makhanian,f
Randy Newman,m
Mark Goldblatt,m
Padraig Collins,m
Basil Iwanyk,m
Josh Robertson,m
Scott Rosenberg,m
Jon Turteltaub,m
Frederick Knott,m
Jennifer Williams,f
Bernardo Trujillo,m
Jerry Fleming,m
Gerald B. Greenberg,m
Mary Vernieu,f
Ed Marx,m
Kevin Tent,m
Robin D. Cook,f
Arnon Milchan,m
Haris Zambarloukos,m
Gong Ji-young,f
Joseph M. Schenck,m
Robert Greenhut,m
Kathleen M. Courtney,f
Ubaldo Ragona,m
Bonnie Timmermann,f
Robert Louis Stevenson,m
T.K. Kirkpatrick,m
A. R. Rahman,m
Gerald B. Greenberg,m
Nicholas Stoller,m
Leslie Dilley,m
Lee Mo-gae,m
Larry Germain,m
Hansjörg Weißbrich,m
Lesley Walker,f
Luc Besson,m
Donna Powers,f
Robert Evans,m
Joana Vicente,f
Adam Richman,m
Steven Jones-Evans,m
Craig McKay,m
Peter Hyams,m
Ralph Schwingel,m
Ira Sachs,m
Nancy Klopper,f
Charley Beal,m
Kevin Munroe,m
Adam Greenberg,m
John Powell,m
Martin Scorsese,m
Vin Diesel,m
Lee Percy,m
Don Tait,m
Jeff MacIntyre,m
Frank Grillo,m
Guy Ritchie,m
Chris Auty,m
Ted Field,m
Sig De Miguel,m
Bradley Thomas,m
Peter Andrus,m
Jasin Boland,m
Pierre Gamet,m
Carlos Conti,m
Tom Williams,m
Gail Stevens,m
Stephen Garrett,m
Apichatpong Weerasethakul,m
Don Carmody,m
Ed Harris,m
Donna Gigliotti,f
Terry Stacey,m
"Ross Bagdasarian, Jr.",m
Lorenzo di Bonaventura,m
François Truffaut,m
Darrell Rooney,m
Giuseppe Rotunno,m
Jade Healy,f
Brian Helgeland,m
Joss Whedon,m
Dino De Laurentiis,m
Paul Haggis,m
Jonathan Nolan,m
Nathalie Cheron,m
Arthur Conan Doyle,m
Veronica Nickel,f
Jerzy Kosinski,m
Jeannine Oppewall,f
Michael Kamen,m
Erin Benach,f
Pierre Grunstein,m
Jim Carrey,m
Nicolas Winding Refn,m
Charlie McDowell,m
Massimiliano Bruno,m
Michael Kaplan,m
Aggie Guerard Rodgers,f
Howard Shore,m
Junie Lowry-Johnson,f
Mike Medavoy,m
Jocelyn Moorhouse,f
Jean-Claude Lother,m
Lalo Schifrin,m
Luis Carballar,m
Jon Turtle,m
Ingmar Bergman,m
Alex Kavanagh,f
Woody Allen,m
Stephen Diener,m
Mark Dindal,m
Michael Tolkin,m
Malcolm Campbell,m
Jerry Stahl,m
Anne Dudley,f
Peter Deming,m
Marit Allen,f
Yves Marmion,m
David Tabbert,m
Janet Hirshenson,f
Andrew McAlpine,m
Margery Simkin,f
Christophe Gans,m
Michael Kurinsky,m
Akiva Goldsman,m
Lisa Freiberger,f
Philippe Turlure,m
Robin Swicord,f
Robin D. Cook,f
Laura Esquivel,f
Allen Covert,m
Marc Webb,m
Robert Brinkmann,m
Alison Harvey,f
Richard Marvin,m
Andy Nelson,m
Sophie Mas,f
Howard Rosenman,m
Leon Corcos,m
Kevin Brodbin,m
Jay Roach,m
John Gilbert,m
William Yeh,m
Steven Haft,m
Julio Macat,m
Chris Bender,m
Kevin Macdonald,m
Letitia Ghenea,f
Steven Poster,m
Bobby Bukowski,m
Michael C. Gross,m
Alec Hammond,m
Sarah Horton,f
Avy Kaufman,f
Jack Giarraputo,m
Ira Shuman,m
Steve Mirkovich,m
Lisa Zagoria,f
Andrew Stanton,m
Rod Lurie,m
Tarak Ben Ammar,m
Tim Carras,m
Addison Hehr,m
Peter Suschitzky,m
Bora Dağtekin,m
Joe Piscatella,m
Gurinder Chadha,f
Hannah Beachler,f
Trevor Rabin,m
Jennings Lang,m
George Drakoulias,m
Hideki Sonoda,m
Kevin Thompson,m
Robert Paynter,m
Arnon Milchan,m
Adam Fields,m
Karl Baumgartner,m
Christopher Jenkins,m
Peter Saraf,m
Kirk Wise,m
Harry Keramidas,m
Juel Bestrop,f
Ernst Marischka,m
Jacques Tati,m
Bradley Fuller,m
Tom Stern,m
John Musker,m
Tom Tykwer,m
Edward Lewis,m
David Smith,m
Richard Brooks,m
William Horberg,m
Christophe Beck,m
Anna Biller,f
Stephen Vaughan,m
Ralph Eggleston,m
Derek Gibson,m
Robert N. Fried,m
Mario Puzo,m
Cliff Eidelman,m
Letty Aronson,f
Nancy Thompson,f
Stu Linder,m
Steve Gainer,m
Gregg Toland,m
Lawrence Bender,m
Daniel Orlandi,m
Roberto Schaefer,m
Gilles Sacuto,m
Randy Stone,m
John Axelrad,m
D.V. DeVincentis,m
Fatih Akin,m
Rita M. Fink,f
J. Russell Spencer,m
Hany Abu-Assad,m
Dany Boon,m
Kim Davis-Wagner,f
Ian McEwan,m
Scott Niemeyer,m
Edward Bond,m
Wink Mordaunt,m
Don E. FauntLeRoy,m
Steve Ditko,m
David Kirschner,m
Preston Sturges,m
William Sandell,m
Sam Mendes,m
Edward Burns,m
Gretchen Rau,f
Fred Raskin,m
James Horner,m
Peter Levy,m
Monique Prudhomme,f
Clayton Frohman,m
Mark Gordon,m
Julia Neville,f
Barrie M. Osborne,m
Jon Favreau,m
Makoto Shinkai,m
Peter Boyle,m
Michael Gilvary,m
Prince,m
Mark Waters,m
Richard Chew,m
Lynn Harris,f
Saul Dibb,m
Alvin Sargent,m
Joseph Drake,m
Sean Lahiff,m
Amy Rardin,f
Jay Cocks,m
Anna Boden,f
Buddy Joe Hooker,m
Jonathan Frakes,m
Debra Hanson,f
John Guleserian,m
Chris Hanley,m
Jonathan Sadoff,m
Leah Katznelson,f
Ronald Sanders,m
Howard Shore,m
Stan Wlodkowski,m
Susan Shipton,f
James Fargo,m
Christopher Hampton,m
Jerry Zucker,m
Kelly Wagner,f
Dean Vanech,m
Gary J. Tunnicliffe,m
Stuart Gordon,m
Frank Marshall,m
Kari Perkins,f
Brian Smrz,m
Mike Thompson,m
Konstantin Ernst,m
Josef Lautenschlager,m
Wes Craven,m
Jim Jarmusch,m
David C. Robinson,m
Peter Safran,m
Rachel Portman,f
Mark Tildesley,m
Raffaella De Laurentiis,f
Thomas E. Gaddis,m
Colin Jones,m
Tommy Lee Wallace,m
David Hogan,m
Nicki Ledermann,f
Caroline Harris,f
Sam Pillsbury,m
Brett Ratner,m
Christopher Gordon,m
Julie Weiss,f
Boni Yanagisawa,f
Mike Newell,m
Jay Hart,m
Paula Weinstein,f
Roger Deakins,m
Bruce Berman,m
James M. Freitag,m
Tracey Seaward,f
Gary Wissner,m
Robert Towne,m
Catherine Leterrier,f
Michael Wandmacher,m
Michael McDonnell,m
David A. Armstrong,m
Allan Kaufman,m
Andrew Davis,m
Irene Mecchi,f
Jack Nitzsche,m
John McTiernan,m
Ros Hubbard,f
Roger Deakins,m
M. Scott Smith,m
John Lounsbery,m
Ronnie Yeskel,f
Santo Loquasto,m
Louis DiGiaimo,m
Scott Rudin,m
Van Toffler,m
Kurt Wimmer,m
Barry Francis Delaney,m
Sheri Kornhaber,f
Donna Zakowska,f
Bruce Joel Rubin,m
Nancy Meyers,f
Michelle Marchand II,f
Wes Craven,m
Eduardo De Filippo,m
Taika Waititi,m
Michael Saltzman,m
Luis Llosa,m
Judy Farr,f
Sarah Katzman,f
Jane Hooks,f
Bruce Berman,m
William Kerr,m
Andrew Cox,m
Kate Dowd,f
Eva Kolodner,f
Kristina Boden,f
Sean Ellis,m
Kelly Vandever,f
Adam Mazer,m
Lauren Montgomery,f
Michelle Guish,f
Luc Besson,m
Bradley Thomas,m
Peter Woodward,m
Stephen Trask,m
Robert Elswit,m
Scott Frank,m
Ben Ripley,m
Bill Todman Jr.,m
Mauro Fiore,m
Rachel Talalay,f
Asim Nuraney,m
François Ivernel,m
Richard C. Goddard,m
A. R. Rahman,m
Nelson Coates,m
Adam Richman,m
Edwin B. Willis,m
Chris Lebenzon,m
Jeff Judah,m
Robb Wilson King,m
Mike Mignola,m
John Dighton,m
Jean-Marc Vallée,m
Charles R. Meeker,m
Amy Heckerling,f
Dan Webster,m
Ernest Hemingway,m
Jeremy Alter,m
John Carpenter,m
Brian Grazer,m
Marc Streitenfeld,m
Jay Scherick,m
Sarah Knowles,f
Todd Black,m
Peter Safran,m
George Bruns,m
Lawrence Kasdan,m
Jeff Zimbalist,m
Christine De Jekel,f
Jean-Baptiste Andrea,m
Ken Seng,m
Tony Scott,m
Yorick Le Saux,m
Paul W.S. Anderson,m
Chris O'Connell,m
John Logan,m
Peck Prior,m
David Chapman,m
Joan Sobel,f
Frank Thomas,m
Mindy Marin,f
Erik Lang,m
Joe Canutt,m
Gary Tomkins,m
Jerry Goldsmith,m
Spike Lee,m
Debra Hayward,f
Lilly Wachowski,f
David Veloz,m
Peter Jackson,m
Stephen Sinclair,m
Bernard Herrmann,m
Jonathan Elias,m
Billy Hopkins,m
Austin Gorg,m
Tom Savini,m
Michael Trent,m
Alan Caso,m
Anthony Redman,m
Christopher B. Landon,m
Stephen Altman,m
Mark Helfrich,m
Philip Giffin,m
Gérard Brach,m
Anne Rosellini,f
Steve Richards,m
Nicole Daniels,f
Roy Lee,m
Adam Greenberg,m
Nick Love,m
Suzanne Smith,f
Denise Chamian,f
James Jacks,m
Lawrence Bender,m
Peter Yates,m
Judith Holstra,f
M. Night Shyamalan,m
Rich Mento,m
Robert Zemeckis,m
Andrew Mason,m
Woody Allen,m
Angela Demo,f
Ashley Tisdale,f
Tony Walton,m
Paul Inglis,m
David Michener,m
John Powell,m
Raja Gosnell,m
Joel Schiller,m
Larry Fong,m
Michael D. Weiss,m
Scott Mednick,m
Charles Minsky,m
Shawn Levy,m
Juan Botella,m
George Gaines,m
Debra Chiate,f
Frank Thomas,m
Thomas Johnston,m
Jon Brion,m
Sergei Prokofiev,m
Jonathan Sehring,m
Scott Fischer,m
John Lee Mahin,m
Judy Farr,f
Mark Bridges,m
Andre Blay,m
Michael Schlingmann,m
Jakob Claussen,m
Graham Begg,m
Douglas Milsome,m
John Pace,m
Cyril Hume,m
Jonas Allen,m
Edward S. Feldman,m
Nelson Coates,m
Beverley Wowchuk,f
Benoît Poelvoorde,m
Rick Avery,m
Paul Lalonde,m
Dino De Laurentiis,m
Jeffrey Kurland,m
Randy Bricker,m
Ted Fox,m
Ethan Coen,m
Emanuel Michael,m
Cho Keun-hyun,m
David Giler,m
David Wu,m
Peck Prior,m
Chris Henchy,m
Jennifer L. Smith,f
Jarrad Paul,m
Jeanne McCarthy,f
Joseph Middleton,m
Steven Spielberg,m
Victoria Burrows,f
Richard Greatrex,m
David F. Klassen,m
Dick Smith,m
Gregory Mah,m
Wally Westmore,m
Nancy Juvonen,f
Ronald L. Schwary,m
Warren McLean,m
Bradford Johnson,m
J.J. Abrams,m
Ildikó Kemény,m
Charles E. Parker,m
Jon Davison,m
Henri Decaë,m
Knut Skoglund,m
Kevin Stitt,m
Tim Herlihy,m
Dean Riesner,m
Gary Griffin,m
Monika Mikkelsen,f
Dede Allen,f
Mindy Marin,f
Michael Haley,m
Adam Herz,m
Jason Blum,m
Hughes Winborne,m
James Bellamy,m
Lawrence Jordan,m
Courtney Solomon,m
Mary Parent,f
Donna L. Bascom,f
Olivier Gorce,m
Timon Dowdeswell,m
Deirdre Bowen,f
Antonio Negret,m
Olivier Assayas,m
Oliver Wood,m
Chad Oman,m
Stephen C. Sepher,m
Dario Argento,m
Michael Haneke,m
Cis Corman,f
Stephen H. Burum,m
Brian Cox,m
Earl Bellamy,m
Anthony Caron-Delion,m
Victoria Thomas,f
Seth Grahame-Smith,m
Julie Goldstein,f
Richard Marks,m
Jade Healy,f
Lawrence Sher,m
Gary Goldman,m
Pierre Chosson,m
Peter Zinner,m
David Mamet,m
Chris Morgan,m
Carolyn Arbuckle,f
George Ratliff,m
James Whitaker,m
Paul Feig,m
Chris Carter,m
Mark Protosevich,m
J.K. Rowling,f
Douglas Curtis,m
Michael Hurst,m
Jane Feinberg,f
Ruth E. Carter,f
Deborah Everton,f
David Tattersall,m
Jennifer Lee,f
Duncan Wheeler,m
Lisa Zagoria,f
Mary Vernieu,f
Avy Kaufman,f
Kirsty Cameron,f
Ash R. Shah,m
Melissa Kent,f
Jerry Bruckheimer,m
Kenneth Grahame,m
Bert Lovitt,m
Geraldine Peroni,f
Sam Firstenberg,m
George Fenton,m
Dean Zimmerman,m
Orry-Kelly,m
Stanley Kubrick,m
Denise Pinckley,f
Mark Gill,m
Ian Bryce,m
Michelangelo Antonioni,m
Ilene Pickus,f
Lorenzo di Bonaventura,m
Maurizio Millenotti,m
Holger Gross,m
Thad Luckinbill,m
Roger Spottiswoode,m
Carter Burwell,m
Donald De Line,m
Jon Poll,m
Enzo Sisti,m
Lucio Fulci,m
Cate Hardman,f
Pamela Alch,f
Steve Gordon,m
David Johnson,m
Gary Kurtz,m
Joel Coen,m
Robert Altman,m
John Logan,m
Jeremy Lovering,m
L.Q. Jones,m
Michael Kelly,m
John J. Strauss,m
Mark Duplass,m
Brent Thomas,m
Jim Kouf,m
Tambi Larsen,m
John S. Lyons,m
Sandra Weintraub,f
Megan Gill,f
Gary Jones,m
Robert Fletcher,m
Pierre Spengler,m
Bruce McCulloch,m
Chris Hanley,m
Brad Mirman,m
Bruno Van Zeebroeck,m
Paul Verhoeven,m
Robert Racki,m
Stanley R. Jaffe,m
Chris Morgan,m
David Koepp,m
Ruth E. Carter,f
Gurinder Chadha,f
Dean Riesner,m
Jesse Lasky Jr.,m
Graham King,m
Nira Park,f
Ira Newborn,m
John Boorman,m
Harry Brown,m
Brad Dechter,m
Michael Paseornek,m
Mike Lobell,m
Clayton Townsend,m
Alistair MacLean,m
Hugh Hudson,m
Avi Lerner,m
Cathy Schulman,f
Charlie Chaplin,m
Steve Golin,m
Seth MacFarlane,m
Jory Weitz,m
Harvey Weinstein,m
Brent White,m
Chris Stokes,m
Avi Lerner,m
Dan Laustsen,m
Peter Sarsgaard,m
Ken Daurio,m
Bill Conti,m
Robert K. Weiss,m
Nancy Bernstein,f
Virgil Frye,m
Walt Dohrn,m
Joseph Walker,m
Timothy Harris,m
Quentin Tarantino,m
Kenji Kamiyama,m
Will Barratt,m
John Frizzell,m
John Powell,m
Emma Pucci,f
Mary Zophres,f
Keenen Ivory Wayans,m
Robb Wilson King,m
John Whitesell,m
Salvatore Basile,m
Avi Arad,m
Steve Golin,m
Michelangelo Antonioni,m
Craig Baumgarten,m
Charles Ladmiral,m
Justin Simien,m
Oliver Wood,m
Alexandre Dumas,m
Ron Underwood,m
John Hughes,m
Pierre de Kerchove,m
Manuel Puro,m
Thom Noble,m
Pier Paolo Pasolini,m
Trey Edward Shults,m
Clive Barker,m
Alyson Latz,f
John Ridley,m
Paul Webster,m
Cynthia Anne Slagter,f
Jon Kilik,m
Rogier Stoffers,m
Robby Müller,m
Bryan Bertino,m
Shigeru Watanabe,m
Michael Bay,m
Vittorio Storaro,m
John Williams,m
Maria Paola Maino,f
Chris Seagers,m
Dante Spinotti,m
Luc Besson,m
Stephen J. Rivele,m
Paul Hirsch,m
Jay Levey,m
Michael Trent,m
John W. Hyde,m
Mark Digby,m
Deborah Aquila,f
Jean-Marc Vallée,m
Tim Burton,m
D. Todd Shepherd,m
Werner Herzog,m
Bill Corso,m
Dennis Virkler,m
Toby Emmerich,m
Ryan Kavanaugh,m
Don Adams,m
Jerry Goldsmith,m
Lukas Moodysson,m
Brent White,m
Mike Cerrone,m
Steven Lawrence,m
Melissa Toth,f
Lisa Azuelos,f
Tim Allen,m
S. S. Wilson,m
Glen A. Larson,m
Tim Burton,m
Stephen Goldblatt,m
Roy Lee,m
Tony Munafo,m
Dorothy Jeakins,f
Hayao Miyazaki,m
Jerzy Skolimowski,m
Sidney Kimmel,m
Kevin Reher,m
Lucio Fulci,m
Joe Batteer,m
Joanna Johnston,f
Claudia Da Ponte,f
Affonso Beato,m
Dennis Gassner,m
Richard Condon,m
Brian Tufano,m
Matt Moore,m
Neil Travis,m
Casper Van Dien,m
Ryu Seong-hee,f
John DeCuir Jr.,m
John Ford,m
Lawrence A. Hubbs,m
Shani Ginsberg,f
David C. Robinson,m
Joel Coen,m
Kristian Eidnes Andersen,m
James Patterson,m
Lynn Shelton,f
Christopher Kyle,m
Dominique Louis,m
Stephen Levinson,m
Tim Bevan,m
Steve Mirkovich,m
Camille Friend,f
Guillermo del Toro,m
Ralph Eggleston,m
Simon Brooks,m
Harold Lee Tichenor,m
Peter S. Seaman,m
James W. Skotchdopole,m
Javier Aguirresarobe,m
Robert Bresson,m
Sajid Samji,m
Gary Barber,m
Ellen Lewis,f
Nancy Juvonen,f
Matthew Vaughn,m
Matt Reeves,m
Yvan Chiffre,m
Richard Hoover,m
Rob Zombie,m
George S. Clinton,m
Arnold Kopelson,m
George Nolfi,m
Tony Scott,m
David A. Armstrong,m
Dan Harris,m
Will Clarke,m
John Boorman,m
Brian Oliver,m
Noah Baumbach,m
Gurinder Chadha,f
Jerry Paris,m
Laurence Bennett,m
Maxwell Anderson,m
William Shakespeare,m
Jim Jarmusch,m
Nikki Barrett,f
Frank Morriss,m
Opetaia Foa'i,m
Alejandro Amenábar,m
Frances Morris,f
Tom Wheeler,m
Vittorio Storaro,m
John Glen,m
Alexandra Byrne,f
Fredrik Malmberg,m
Shekhar Ravjiani,m
Reinout Oerlemans,m
Samuel Hadida,m
Alex Garland,m
Joe Wright,m
Trevor Engelson,m
Roberto Benigni,m
Peter Murton,m
Jeremy Thomas,m
D.W. Griffith,m
Clive Barker,m
Mat Whitecross,m
James L. Brooks,m
Barbara De Fina,f
Brad Ricker,m
Ed Decter,m
Christopher Murrie,m
Chris Lee,m
Paul Lieberma,m
Gray Frederickson,m
Yash Chopra,m
Michael J. Leeson,m
Wentworth Miller,m
Terry Rossio,m
Fred Du Preez,m
Sam Register,m
Nancy Nayor,f
Ralf D. Bode,m
Tony Burrough,m
Susan E. Morse,f
Samuel Hadida,m
Frank Maher,m
Dave Jordan,m
Claude Berri,m
Gregory James Jenkins,m
Caroline Thompson,f
I. A. L. Diamond,m
Mira Nair,f
Vernon L. Walker,m
George Lucas,m
Eddie Fowlie,m
Andrew Lewis,m
Ken Diaz,m
Michael Gore,m
Franco Vanorio,m
Jason Bateman,m
Aki Kaurismäki,m
Robert Gould,m
Halina Gebarowicz,f
Andrew Form,m
Michael Ellis,m
Alexandra Byrne,f
Lucas Foster,m
Donald E. Thorin,m
Liza Chasin,f
Andrew Dominik,m
Robert Luketic,m
Robin Vidgeon,m
Sarah Aubrey,f
Fabio De Luigi,m
Luc Besson,m
Doug Kraner,m
Volker Schlöndorff,m
Deirdre Bowen,f
Sarah Finn,f
Bruce W. Talamon,m
Jim Mickle,m
Diablo Cody,f
Randall Emmett,m
Franco Di Girolamo,m
André Previn,m
Tommy Stinson,m
Tommy O'Haver,m
DeWitt Bodeen,m
Ted Field,m
Basil Poledouris,m
Gabriella Cristiani,f
Paul Trijbits,m
Bruce Douglas Johnson,m
Adam Kassan,m
Jennifer Yuh Nelson,f
Peter Shepherd,m
Francine Maisler,f
Franck Khalfoun,m
Robert R. Benton,m
Ellory Elkayem,m
Stephen H. Burum,m
Tariq Anwar,m
Wes Anderson,m
Jonah Markowitz,m
Gus Van Sant,m
David Mimran,m
Judd Apatow,m
Amy McIntyre Britt,f
Jane Austen,f
Barrie M. Osborne,m
Rebecca Robertson,f
Hans Dreier,m
Clint Eastwood,m
Robert Brown,m
Thunder Levin,m
Christophe Beck,m
James Horner,m
Toby Emmerich,m
Frederick Elmes,m
Andrew Stanton,m
Nancy Nayor,f
Sabine Hoffman,f
Anthony Carras,m
Daniel B. Clancy,m
Joan Chen,f
James Marsh,m
Louis D'Esposito,m
Dean Tavoularis,m
Mark Canton,m
Ann Roth,f
Rod Serling,m
Michael Westmore,m
Don Phillips,m
Peter Davies,m
David Glasser,m
Todd Solondz,m
Akira Toriyama,m
Renny Harlin,m
Roberto Savarese,m
RZA,m
Venus Kanani,f
Ingmar Bergman,m
Richard Linklater,m
Barry Robison,m
Jean-Pierre Laforce,m
Steve Gordon,m
Kate Angelo,f
Harald Kloser,m
David Rosenbloom,m
Jerry Goldsmith,m
Steve Golin,m
Henry Braham,m
Lewis John Carlino,m
Neil Marshall,m
John Carpenter,m
Robert Simonds,m
S. S. Wilson,m
John Bailey,m
François Ozon,m
Jack Kinney,m
Nathan Barr,m
Brian De Palma,m
Buzz Feitshans,m
John Hubbard,m
Ashley Edward Miller,m
Weronika Migon,f
Ralph Vicinanza,m
Thomas E. Ackerman,m
Peter Sorg,m
Ellen Mirojnick,f
Simon Blackwell,m
Gail Stevens,m
Sean Byrne,m
Heidi Jo Markel,f
Jerry Fielding,m
Sophie Brunet,f
Peter Amundson,m
Adam Mazer,m
John Swartzwelder,m
Clint Eastwood,m
J. Dennis Washington,m
Camille Thomasson,f
Andrew J. Cohen,m
Terence Young,m
Brigitte Moidon,f
Ellen Chenoweth,f
Kerry Orent,f
David Von Ancken,m
Julie Delpy,f
Craig Mazin,m
Sarah Green,f
David Holmes,m
Jerzy Zielinski,m
Camille Friend,f
Jerry Sherlock,m
James Wan,m
Thomas J. Nordberg,m
Jeff Ginn,m
Philippe Bruneau,m
Kevin Kiner,m
Krzysztof Kieślowski,m
Matt Venne,m
Stanley Kubrick,m
Tonino Delli Colli,m
Barbara Haberecht,f
Anne V. Coates,f
Deborah Aquila,f
Christopher Morgan,m
John Swihart,m
Jane Feinberg,f
Julie Ashton,f
Anton Grot,m
Vince Vaughn,m
Roger Avary,m
Miguel López-Castillo,m
J.C. Spink,m
Peter Honess,m
Mark Burnett,m
James Horner,m
James Dyer,m
Alan J. Pakula,m
Jane Jenkins,f
E. Bennett Walsh,m
Gregory Jacobs,m
Nancy Nayor,f
Eric Steelberg,m
Peter Lambert,m
John Barnett,m
Russell Barnes,m
Bill Brzeski,m
Michael Tronick,m
Eigil Bryld,m
David Arnold,m
Tricia Wood,f
Michael Stringer,m
Gabriel Beristain,m
Peter Schindler,m
Stan Salfas,m
Floyd Crosby,m
Ellen Lutter,f
Jina Jay,f
Sam Spiegel,m
Doug Davison,m
Michelangelo Antonioni,m
Irene Mecchi,f
Nicholas Stoller,m
Steven Brill,m
Robert Evans,m
Paul Lazarus III,m
Philip Rosenberg,m
Horace Wong,m
Günter Rohrbach,m
Donald E. Thorin,m
Mark Bennett,m
Walter Fasano,m
Scot Armstrong,m
Ryan Coogler,m
John Powell,m
Andreas Schmid,m
Candice Elzinga,f
Christophe Beck,m
John Powell,m
Lisa Zambri,f
Suzanne Todd,f
Henry Jackman,m
Katt Shea,f
Eric Fellner,m
Walter M. Scott,m
Guy Ritchie,m
Nimród Antal,m
Henry Winterstern,m
Takanobu Saitô,m
Patrick Doyle,m
Lana Wachowski,f
J. Mills Goodloe,m
Cary Brokaw,m
Frederick Wilson,m
Eli Roth,m
Joel Silver,m
Craig Wayans,m
Robert Drumheller,m
Reginald Rose,m
Matthew Libatique,m
Andrew Gunn,m
John Ralph,m
Roxanne Benjamin,f
