name,gender
Evan Goldberg,m
Kevin Kliesch,m
Danny Elfman,m
Jeb Stuart,m
Nina Gold,f
Dimitri Logothetis,m
Ve Neill,f
Buster Keaton,m
Alejandro Amenábar,m
Richard Rich,m
Heike Brandstatter,f
Jacqueline Cambas,f
John Box,m
David Cronenberg,m
Arthur Baker,m
Richard Berger,m
Douglas Curtis,m
Matthew Vaughn,m
John Carpenter,m
Dan Rosen,m
Walter Kelley,m
Gary Hawes,m
Brad Grey,m
Coreen Mayrs,f
Andrea Di Stefano,f
Robert Duffy,m
Eric Strand,m
Roger Allers,m
Gary Lucchesi,m
Oliver Wood,m
Ron Schmidt,m
Gene Corman,m
Bruce Gilbert,m
Matthew W. Mungle,m
Owen Paterson,m
Menahem Golan,m
Veronica Lupu,f
Mark Bridges,m
Aldo Tonti,m
Harry Gregson-Williams,m
Rebecca Gregg,f
Henry Grace,m
Patrick J. Palmer,m
Ken Chase,m
Gaby Dellal,f
Gary Lucchesi,m
M. Night Shyamalan,m
Alain Attal,m
Laura Grosu,f
A. Earl Hedrick,m
James Walker,m
Robert Elswit,m
Lauren Lloyd,f
Elmer Bernstein,m
Jim Thomas,m
Scott Marshall Smith,m
Ronald M. Bozman,m
Valentino Picone,m
Tracie Graham-Rice,f
Phyllis Laing,f
Ulrich Felsberg,m
Michelle Johnson,f
Theodore Shapiro,m
Carly Hugo,f
David Hunt,m
Leslie Urdang,f
Carol Cuddy,f
Charles Mulvehill,m
Elliot Goldenthal,m
Rasmus Heisterberg,m
Sidney Lumet,m
Roger Deakins,m
Malcolm Kohll,m
David L. Bushell,m
Gregory Jacobs,m
John Axelrad,m
Andrew Niccol,m
Bob Kane,m
Mike Thurmeier,m
Peter Ramsey,m
David Frankel,m
Steve Morrison,m
Stephenie Meyer,f
James Acheson,m
Elemér Ragályi,m
Doug Claybourne,m
Kiyoshi Kurosawa,m
Mary Vernieu,f
Alejandro González Iñárritu,m
Ronna Kress,f
Kelly Richardson,f
Jerry Weintraub,m
Leslie Nielsen,m
Maggie Lunn,f
Mark Mothersbaugh,m
Peter S. Larkin,m
Manuel Puro,m
Billy Hopkins,m
Steve Miner,m
Jon Kilik,m
Jean-Pierre Jeunet,m
Helen Fielding,f
Suzanne Todd,f
Melchior Lengyel,m
Gregory Jacobs,m
Pierre-Ange Le Pogam,m
John Hughes,m
Pete Goldfinger,m
Wyck Godfrey,m
Jim Seibel,m
Rick Carter,m
Sharla Sumpter,f
Baz Luhrmann,m
Julie Delpy,f
Zach Braff,m
Mark Isham,m
Bear McCreary,m
David Holmes,m
Max Brooks,m
Harvey Bernhard,m
Karen Harley,f
Avi Lerner,m
Martin Ritt,m
Ellen Keneshea,f
Bill Blunden,m
Roger Birnbaum,m
Peter Jackson,m
Philip Messina,m
Paul Hitchcock,m
Luc Besson,m
Amir Mokri,m
Tessa Ross,f
Destin Cretton,m
Tom Holland,m
Mike Bender,m
Michael Zakin,m
Grant Harvey,m
Ted Field,m
"Ágnes Hranitzky",f
Jeffrey Sudzin,m
Michael Jablow,m
Jon Gregory,m
Albert Berger,m
Kerry Barden,m
Harold Rosson,m
Mark Ronson,m
Doreen Jones,f
Sadayuki Murai,m
Michiyo Yasuda,f
Jessica Tuchinsky,f
James Lassiter,m
Hans Zimmer,m
Douglas Aibel,m
Tim Burke,m
Rob Cohen,m
Giles Nuttgens,m
Jonathan Aibel,m
Jay Stern,m
Robert Moresco,m
Doug Hall,m
Jeremy Woolsey,m
Dan Mazer,m
Deborah Snyder,f
Dennis Davenport,m
Stephen Trask,m
Len Wiseman,m
Mitchell Lichtenstein,m
Mel Gibson,m
Edward Lachman,m
Daniela Taplin Lundberg,f
Victor Miller,m
Peter Hyams,m
Bob Rafelson,m
Sergei M. Eisenstein,m
Matt Alvarez,m
Eberhard Junkersdorf,m
Sam Mercer,m
Heike Brandstatter,f
David Higgins,m
James Newton Howard,m
Michelle Guish,f
Lynzee Klingman,f
Steven Paul,m
E.L. James,f
Karen Bromley,f
Tony Lombardo,m
Hideo Oguni,m
Christian Zübert,m
Jessie Thiele,f
Andrew Dunn,m
Robert J. Avrech,m
Alan Pattillo,m
Jay Oliva,m
Adam Rifkin,m
Roger Gould,m
Robert Fraisse,m
Jason Friedberg,m
Brian Grazer,m
Benjamin Melniker,m
William Ladd Skinner,m
Matthew Margeson,m
Stan Lee,m
Elmo Williams,m
Lawrence Kasdan,m
Julio Macat,m
Dede Gardner,f
Brian Helgeland,m
Josh Schwartz,m
Michael Small,m
Michael Herbig,m
Hughes Winborne,m
David V. Lester,m
Bill Scott,m
Wes Craven,m
David Brin,m
Tim Herlihy,m
Jim Sheridan,m
Gary Goetzman,m
David S. Goyer,m
Miguel López-Castillo,m
Gary B. Kibbe,m
Jonathan Sela,m
James Daly,m
Laura Karpman,f
Ron Schmidt,m
John Debney,m
Andrew Hulme,m
Ivan Reitman,m
David S. Ward,m
Lucia Zucchetti,f
Mimi Maynard,f
Peter Spierig,m
Linda DeScenna,f
Richard Curtis,m
Sylvester Levay,m
Daniel Waters,m
David Franzoni,m
Peter Baynham,m
Bob Goodman,m
Tim Headington,m
Robert Bloch,m
Jerry Fleming,m
Hugo Guinness,m
Van Nest Polglase,m
Piotr Sobocinski,m
Roger Waters,m
Michael Phillips,m
Ted Elliott,m
Andrew Dunn,m
Marcia Hinds,f
Louise Frogley,f
Jonathan Bates,m
Stephen Tenenbaum,m
Donald Halliday,m
Michael Barrett,m
John Gilbert,m
Terry George,m
Eve Stewart,f
Aggie Guerard Rodgers,f
André Turpin,m
William Teitler,m
Mark Mothersbaugh,m
Armyan Bernstein,m
Gerry Hambling,m
Dennis Gassner,m
Danny Boyle,m
Akira Kurosawa,m
Walter Murch,m
Barbara A. Hall,f
Dean Devlin,m
Jane Holland,f
Jon Turteltaub,m
Michael Buchanan,m
Dario Argento,m
Jay Stern,m
Christian Duguay,m
Louise Frogley,f
Jeff Cronenweth,m
Janeen Damian,f
Jeff Groth,m
Jeff Nathanson,m
Robert Richardson,m
Dean Devlin,m
Kevin McClory,m
Glenn McQuaid,m
Caleb Deschanel,m
Suzanne Smith,f
Jan Kounen,m
George Gatins,m
Mary E. Vogt,f
Tim Blake Nelson,m
John Houlihan,m
Scott B. Smith,m
Joseph Barbera,m
John Williams,m
Mike Medavoy,m
Noëlle Boisson,f
Jeff Van Wie,m
Charles Gordon,m
Thom Eberhardt,m
Ivan Reitman,m
Chris Weitz,m
Pierre Gill,m
Erica Huggins,f
Heidi Santelli,f
April Ferry,f
David Brown,m
Susan Perlman,f
David Arnold,m
Stephen Hendrickson,m
Nira Park,f
Uwe Boll,m
John Hughes,m
William Dozier,m
John Thompson,m
John Hyams,m
David Slade,m
Fred Wolf,m
Gregory Perler,m
Richard C. Goddard,m
Michael Connelly,m
Barry Ackroyd,m
Cathy Sandrich,f
David Franzoni,m
Billy Hopkins,m
Nancy Richardson,f
Erika Hampson,f
Stephen Hopkins,m
Mark Duplass,m
Jack Rose,m
John Hughes,m
Alain Berbérian,m
Michael Kamen,m
Tink,m
Jina Jay,f
Roger Mussenden,m
Kenji Kawai,m
Gregg Araki,m
Marco Beltrami,m
Janeen Damian,f
Steve Martin,m
Jeremy Kleiner,m
Tricia Wood,f
Laeta Kalogridis,f
Bobby Cohen,m
Joel C. High,m
Nathan Hope,m
Mark Radcliffe,m
Stephen Goosson,m
Manuel Puro,m
James Wan,m
Jon Jashni,m
Richard Macdonald,m
Steven Haft,m
Edward S. Feldman,m
Aaron Spelling,m
Anthony Leondis,m
Stéphane Brizé,m
Jason Knight,m
David Newman,m
Judy Becker,f
Victor Hadida,m
Christine Langan,f
Chris Seagers,m
Tony Scott,m
Stephen H. Burum,m
Nicholas Stoller,m
Armyan Bernstein,m
Trevor Crole-Rees,m
Richard Matheson,m
Cory Edwards,m
Patsy Pollock,f
Benjamin Wallfisch,m
Terry Southern,m
Michael London,m
Edward S. Feldman,m
Hamilton Luske,m
Joel Soisson,m
Amy Beth Silver,f
David Moreau,m
Peter Ackerman,m
John Altschuler,m
Jacob Craycroft,m
José Salcedo,m
Billy Weber,m
Gary Kurtz,m
Marc Dabe,m
Fran Walsh,f
Julie Goldstein,f
Adam Jenkins,m
Roland Emmerich,m
Will McCormack,m
Anthony Leondis,m
Robert McLachlan,m
Kyle Patrick Alvarez,m
Patrick Blossier,m
Scott Rudin,m
John Lasseter,m
Craig Pearce,m
John Fawcett,m
Jeffrey Boam,m
Tom Clancy,m
Julia Wong,f
Ellen Mirojnick,f
Dean Semler,m
Elaine Goldsmith-Thomas,f
Lindsay Graham,f
Stephen Goldblatt,m
J.K. Rowling,f
Andrew MacRitchie,m
J. Miles Dale,m
Paul Thomas Anderson,m
Jonathan Hensleigh,m
Walter Murch,m
Benny Medina,m
Denise Di Novi,f
John Lasseter,m
Dale Hennesy,m
Christopher Young,m
Tim Bevan,m
Joe Russo,m
Donn Cambern,m
John Milius,m
Timur Bekmambetov,m
Thomas Little,m
Sanja Milkovic Hays,f
Stewart Hall,m
Arnon Milchan,m
Frank Thomas,m
Michael G. Wilson,m
Dennis Bradford,m
Bryan Singer,m
Shane Smith,m
Robert Graf,m
Babaloo Mandel,m
Lata Mangeshkar,f
Jonathan Wacks,m
Ali Asad,m
Jina Jay,f
Ludwig Göransson,m
Katie Ford,f
Debra Hill,f
Perc Westmore,m
Joe Carnahan,m
Ha Nguyen,f
Richard Wenk,m
Bill Scott,m
Brian Helgeland,m
Gregg London,m
Avy Kaufman,f
Carlos Díez,m
Rosemary Brandenburg,f
Timothy Alverson,m
Tod A. Maitland,m
Lynn Stalmaster,m
Christian Wagner,m
Néstor Almendros,m
David Kirschner,m
Charles Gordon,m
Claude Paré,m
David Finfer,m
Margaret Ménégoz,f
Anthony Powell,m
Massimiliano Bruno,m
Ben Davis,m
Jeffrey Sudzin,m
Jeffrey Beecroft,m
George Clooney,m
Joann Sfar,m
Samuel Z. Arkoff,m
Leesa Evans,f
John Ottman,m
Patricia A. Fullerton,f
M. Night Shyamalan,m
Martin Bregman,m
Aaron Stockard,m
Thomas John Kane,m
Tom Hurwitz,m
Scott Rudin,m
Mary Gail Artz,f
Donald McAlpine,m
Joseph Kesselring,m
Ralph Sall,m
David Pastor,m
David Worth,m
Jackie Chan,m
Ken Halsband,m
Avy Kaufman,f
Brian Grazer,m
Dan Wallin,m
Tripp Vinson,m
Manuel Teil,m
Ross Dempster,m
Gilbert Adair,m
Charles H. Joffe,m
Tennessee Williams,m
Dan Zimmerman,m
Tina Seppo,f
Jackie Burch,f
Matt Reeves,m
Eli Roth,m
Natalie Lyon,f
Allen Daviau,m
Ivan Davis,m
Antoinette Boulat,f
Suzanne Crowley,f
Eric James Virgets,m
Jason Filardi,m
Rob Reiner,m
Chris Walas,m
Roman Polanski,m
Zachary Stuart-Pontier,m
Shutchai Tym Buacharern,m
Phil Harvey,m
Edwin B. Willis,m
David Gropman,m
Jonathan Hession,m
Aaron Zigman,m
Daniel Myrick,m
Max Terr,m
Suzanne Crowley,f
Shane Black,m
Andrew Marcus,m
Sarah Katzman,f
Steve Ditko,m
Hayao Miyazaki,m
Ole Bornedal,m
David Cooper,m
David Hack,m
Santo Loquasto,m
Jean-Pierre Dardenne,m
Danielle Aufiero,f
Raffaella De Laurentiis,f
Wendy Lee Roberts,f
Arnon Milchan,m
Jalmari Helander,m
Guy Ritchie,m
Arthur Freed,m
Ellen Lewis,f
Basil Iwanyk,m
Victoria Thomas,f
Glenn Farr,m
James Newton Howard,m
Jason Blumenthal,m
Noel Clarke,m
Chiang Hsing-Lung,m
Steve Martino,m
Gordon Willis,m
Andrew Birkin,m
Merissa Lombardo,f
Kurt Sutter,m
Jim Seibel,m
Andrew Marcus,m
Dion Beebe,m
Peter Stein,m
Peter Sohn,m
Robert Mulligan,m
Olivier Bériot,m
Justin Long,m
Lars von Trier,m
Roger Birnbaum,m
Mali Finn,f
Tom Acosta,m
Shawn Wayans,m
Curt Siodmak,m
Gordon Sim,m
Leo Tover,m
Leigh Janiak,f
Ross Dempster,m
Aurelio De Laurentiis,m
Geoffrey Oryema,m
Michele Soavi,m
Mike Karz,m
Frederick Elmes,m
Kathleen Kennedy,f
Trudy Ship,f
Alison Owen,f
Roman Polanski,m
Pedro Almodóvar,m
Lucian Iordache,m
Jon Peters,m
Terrence Malick,m
Danny Fisher,m
Dan Hennah,m
Alan Silvestri,m
Michael Z. Hanan,m
Richard Halsey,m
Ralph E. Winters,m
Ellen Mirojnick,f
Mel Bourne,m
John Schultz,m
Arthur Qwak,m
Mike Figgis,m
Nicholas Sparks,m
Kim Davis-Wagner,f
Robert Rodriguez,m
Garrett Lewis,m
Mark Williams,m
Peter Berg,m
Satoshi Hashimoto,m
Carlo Varini,m
Ron French,m
Dennis Gansel,m
Marina Gefter,f
Reed Morano,f
Robert Cavallo,m
Marcus Dunstan,m
Kevin Smith,m
Christopher Meledandri,m
Ralph Sall,m
Gary Janetti,m
Judd Apatow,m
James R. Bagdonas,m
Robert Kurtzman,m
Nancy Klopper,f
Michael Douglas,m
Zach Braff,m
Bill Walsh,m
Patti Podesta,f
Aaron Morton,m
Stacy Cramer,f
Robert L. Wolfe,m
Phil Parmet,m
Martin Moszkowicz,m
Christine Langan,f
Miguel Asensio Llamas,m
Michael Grais,m
Hank Moonjean,m
Vasilis Vasilikos,m
Frank J. Urioste,m
Mark Bowden,m
Jon Jashni,m
Michael I. Rachmil,m
Will Speck,m
Juliet Taylor,f
Mark Thomas,m
Robert Zemeckis,m
Giannetto De Rossi,m
Brian De Palma,m
Richard C. Goddard,m
Suzanne M. Smith,f
Lizzy Gardiner,f
Glen Morgan,m
Rupert Gregson-Williams,m
John Grisham,m
James L. Brooks,m
Peter Stone,m
James J. Murakami,m
Michael Douglas,m
Rick Alexander,m
Tim Bevan,m
William Monahan,m
Stephen F. Windon,m
Jim Jarmusch,m
Rowdy Herrington,m
Terry Turner,m
John Debney,m
Arthur Max,m
Lee Anthony Smith,m
Dean Zimmerman,m
Stephen Chbosky,m
Matthew F. Leonetti,m
John Darrouzet,m
Kristina Boden,f
Trudy Ship,f
Philippe Rousselet,m
Jeffrey Kurland,m
Remi Adefarasin,m
Albert Wolsky,m
Barbara Ritchie,f
James Donahue,m
László Kovács,m
Eric Fellner,m
Miklos Wright,m
Mark Neveldine,m
"George Tillman, Jr.",m
Don Rhymer,m
Sean Daniel,m
David Permut,m
Christian Duguay,m
Jeffrey Clifford,m
Ron Hobbs,m
Robert De Niro,m
Suzanne Smith,f
Charles Mulvehill,m
Robbie Greenberg,m
Don Pike,m
David Nicksay,m
Robert Evans,m
Ivan Raimi,m
Susan Kaufmann,f
Sheldon Kahn,m
Raymond Chandler,m
Vincent Paronnaud,m
Peter Guber,m
Carl Binder,m
Anthony B. Richmond,m
Arnon Milchan,m
John F. Link,m
Mark Herbert,m
Carol Fenelon,f
Laura Rosenthal,f
Buster Keaton,m
Howard Stern,m
Joe Dante,m
Aaron Seltzer,m
Masao Tamai,m
Jack Giarraputo,m
Laura Civiello,f
Andrew Hulme,m
Norman Jewison,m
Jean-Pierre Jeunet,m
Kevin James,m
Patrick Godeau,m
Rupert Preston,m
Jerry Weintraub,m
Charles Lederer,m
Ann Roth,f
Bruce Surtees,m
Scott Mosier,m
David Hamburger,m
Joseph Walker,m
Brian Levant,m
Michael Lucker,m
Trey Edward Shults,m
Larry Fulton,m
Carroll Ballard,m
Lauren Shuler Donner,f
David Lazan,m
Nicole Holofcener,f
Juel Bestrop,f
Joe Lynch,m
Dennis Lehane,m
Don Jakoby,m
Annie Welles,f
Gordon Chan,m
Kim Ho-sung,m
Alain Attal,m
Marc S. Fischer,m
Ned Bastille,m
Christopher Young,m
Noëlle Boisson,f
Chris Jones,m
Craig Gillespie,m
Don Michael Paul,m
Roger Michell,m
Pippa Cross,f
Oliver Stone,m
Troy Takaki,m
Ryan Murphy,m
Jack Sholder,m
Herwig Gayer,f
Richard P. Rubinstein,m
John Hora,m
Dennis Gassner,m
Nick Love,m
Derek Frey,m
James Gray,m
Edward Zwick,m
Rodrigo Prieto,m
Graeme Revell,m
Shari Springer Berman,f
Jerzy Zielinski,m
Robert Riskin,m
Cheri Ruff,f
William Nicholson,m
M. Scott Smith,m
JuJu Chan,f
Adam Greenberg,m
Gloria Gresham,f
David Wain,m
Erica Steinberg,f
Wes Craven,m
Lilly Wachowski,f
Richard Brener,m
Randall Wallace,m
Elaine May,f
Mace Neufeld,m
Rob Minkoff,m
Douglas Day Stewart,m
Stephen Lovejoy,m
Roy Walker,m
Kristen Toscano Messina,f
Tamara Deverell,f
Bettina Brokemper,f
Eben Kostbar,m
Bill Conti,m
Brad Fiedel,m
Michelle David,f
Hubert Selby Jr.,m
Anthony Katagas,m
Joaquim Dos Santos,m
Brett Simmons,m
Rick Parks,m
Ken Biehl,m
David Koepp,m
Miloš Forman,m
Paul Hsu,m
E. Bennett Walsh,m
Freddie Fields,m
Darnell Martin,f
Hawk Koch,m
Manuel Teil,m
Madeleine Gavin,f
Brad Krevoy,m
Cynthia Bergstrom,f
W. Steven Graham,m
Eric A. Sears,m
Russell Mulcahy,m
David Lang,m
Paul Greengrass,m
Philip Harrison,m
Ernest Gold,m
Mark Steven Johnson,m
Stephen Katz,m
Todd Garner,m
Robert L. Rosen,m
Arthur M. Sarkissian,m
Howard Lapides,m
Patricia Hargreaves,f
Patty Jenkins,f
Robert C. New,m
Richard Hobbs,m
Dylan Tichenor,m
Brit Marling,f
James Newton Howard,m
Robert E. Relyea,m
Rick Schwartz,m
Susan E. Morse,f
Paul Peters,m
James Bamford,m
Jan Roelfs,m
Frank Griebe,m
Paul Allen,m
Chris Menges,m
Mark DiSalle,m
Danny Elfman,m
Nathan Johnson,f
Carol Reed,m
Franz Planer,m
Mark Skeet,m
Joe Pichirallo,m
Alexander Payne,m
Thomas E. Sanders,m
Jamie Selkirk,m
Debra Schutt,f
Richard Linklater,m
Sarah Finn,f
Stephen Chiodo,m
Bonnie Curtis,f
Christian Clavier,m
Randi Hiller,f
Alexandre Desplat,m
Joaquim Dos Santos,m
Gregg Fonseca,m
April Napier,f
Stan Lee,m
Israel Horovitz,m
Mike Myers,m
Tony Leech,m
Stephen Mirrione,m
Simon Oakes,m
Nancy Nayor,f
Nelson Shin,m
Monika Petrillo,f
Ryan Kavanaugh,m
Antony Gibbs,m
Mark Gunn,m
Leonardo Pieraccioni,m
Mary-Lou Storey,f
Irina Kotcheva,f
Steve Carver,m
Michael Bay,m
Delia Ephron,f
Todd Black,m
Edgar Wright,m
Jeanine Tesori,f
Dan Davis,m
Eric L. Gold,m
Marilyn Vance,f
James D. Bissell,m
Daniel A. Lomino,m
Shauna Robertson,f
Peter Hannan,m
Doug Kraner,m
Shawn Levy,m
Gerd Oswald,m
Paul Falkenberg,m
James D. Brown,m
Joel Schumacher,m
Oz Perkins,m
Dylan Tichenor,m
Charles Rosher,m
Fernando Bovaira,m
Götz Weidner,m
Kwan Pung-Leung,m
Jerry Bruckheimer,m
Guillaume Schiffman,m
Oliver Stone,m
Duncan Kenworthy,m
Peter Walpole,m
François Ozon,m
"Özgür Eken",m
David Ellison,m
Daniel Rezende,m
David Kajganich,m
James McQuaide,m
Harald Kügler,m
Andrew Stanton,m
Troy Takaki,m
Jeffrey Kurland,m
John Seale,m
Michael Levine,m
Mark Friedberg,m
Grant Hill,m
Arne Sultan,m
Norris Spencer,m
LeRoy Stone,m
Joe Wright,m
Rick Heinrichs,m
Ellen Chenoweth,f
Jonathan Mostow,m
Larry Brand,m
Garrett Lewis,m
Roger Deakins,m
Megan Ellison,f
Elmo Williams,m
Dominique Fauquet-Lemaitre,f
Don Chaffey,m
Louise Frogley,f
Bruce Davey,m
Odile Dicks-Mireaux,f
Victor J. Zolfo,m
Caroline Biggerstaff,f
Mario Bava,m
Tessa Ross,f
Olivier Bériot,m
Cindy Carr,f
David Berenbaum,m
Kate J. Sullivan,f
Mark Goldblatt,m
Laray Mayfield,f
David Tattersall,m
Jacques Bufnoir,m
Margot Pipkin,f
Victor H. Constantino,m
Armyan Bernstein,m
Luc Besson,m
James Laxton,m
Jay Rabinowitz,m
Geraldine Peroni,f
Ronald Harwood,m
Brian Tyler,m
David Wain,m
G. Mac Brown,m
Estee Chandler,f
Andrew Neskoromny,m
Nigel Cole,m
Judianna Makovsky,f
Linda M. Bass,f
Stuart Gilmore,m
Jack Beaver,m
Billy Hopkins,m
Beau St. Clair,f
Leonard Rosenman,m
Michael J. Wilson,m
Douglas Aarniokoski,m
Jeffrey Boam,m
Larry J. Franco,m
Daniel Loewenthal,m
Peter Jackson,m
Mike Fenton,m
Manon Rasmussen,f
Craig Baumgarten,m
Don Coscarelli,m
Sean Connery,m
Lisa Thompson,f
Alan Metter,m
Ed Fraiman,m
John Paul Kelly,m
Lars von Trier,m
Gus Van Sant,m
Wolfgang Petersen,m
Kevin Feige,m
Ross LaManna,m
Rachel Portman,f
Robert Kurtzman,m
Stuart Baird,m
Nora Ephron,f
Deborah Jensen,f
Lucy Bevan,f
Robert Simonds,m
Christopher Sabat,m
Thom Eberhardt,m
Richard Loncraine,m
Christi Dembrowski,f
Bernard Williams,m
Mike Mendez,m
Norton Virgien,m
Harvey Bernhard,m
Lesley Walker,f
Alan Au,m
Abby Singer,m
Anthony J. Greenberg,m
Sarah Katzman,f
Alfred Cheung Kin-Ting,m
Alexander Gruszynski,m
Lianne Halfon,f
Gillian Hawser,f
Marc Platt,m
Debra Zane,f
Eugen Schüfftan,m
Bernd Eichinger,m
Rob Cowan,m
Matteo Rovere,m
Oliver Parker,m
Bill Booth,m
Marvin March,m
Hansjörg Weißbrich,m
Robert Richardson,m
Maria Djurkovic,f
Amy McIntyre Britt,f
Stokely Chaffin,f
Robert W. Cort,m
Howard Shore,m
Nancy Nayor,f
John Refoua,m
Dennis Virkler,m
Paolo Genovese,m
Jon Stewart,m
John Barry,m
Jason Blum,m
Michael R. Miller,m
Menno Meyjes,m
Christine Wilson,f
William Hoy,m
Richard Pearson,m
Ice Cube,m
Billy Weber,m
Edith Wharton,f
Michael Seresin,m
Howard Feuer,m
Thierry Arbogast,m
Robert Rodriguez,m
Virginie Bruant,f
Jay Deuby,m
John Debney,m
Peter Tolan,m
Thomas Little,m
Michael Crichton,m
Clive Barker,m
Lana Wachowski,f
Mark Johnson,m
Albert Zugsmith,m
Gordon Carroll,m
Christian Zübert,m
John A. Keel,m
Troy Takaki,m
Richard Reitinger,m
Menno Meyjes,m
Yvonne Wood,f
Brandon Trost,m
Joseph L. Mankiewicz,m
Tom McArdle,m
Michael Grady,m
Lucy Bevan,f
Tim Rasmussen,m
Karl Struss,m
Evan Goldberg,m
Kathleen Crawford,f
Mark O'Keefe,m
Jack Rollins,m
Debbie McWilliams,f
Lindsay Graham,f
Mark Irwin,m
Raja Gosnell,m
George Clooney,m
J Blakeson,m
Stuart Gilmore,m
Ralph Eggleston,m
John August,m
Peter Hyams,m
Brian Robbins,m
Jack Keller,m
Karen Meisels,f
Sandy King,f
David Williamson,m
Dean Zimmerman,m
Alison Owen,f
Louise Goodsill,f
Ellen Chenoweth,f
Ian Fleming,m
Bryan Bertino,m
Joel Silver,m
Daniela Taplin Lundberg,f
Jay Roach,m
Anthony Katagas,m
Margery Simkin,f
Martin Sherman,m
Bruno Coulais,m
John Davis,m
Nino Baragli,m
Zach Dean,m
Brian Tyler,m
Mary McLaglen,f
John Lasseter,m
David Checel,m
Ellen Chenoweth,f
Richard Chew,m
Luc Besson,m
Kristel Laiblin,f
Newton Thomas Sigel,m
Karyn Wagner,f
Penny Marshall,f
Roberto Silvi,m
Kinji Fukasaku,m
Ronna Kress,f
Brad Van Arragon,m
Alex Gartner,m
Chris Provenzano,m
Raymond Borderie,m
Kevin Feige,m
Harry Kleiner,m
Sam Raimi,m
Roland Totheroh,m
James Horner,m
Charlotte Brontë,f
Stanley Tong,m
Christine Lucas Navarro,f
Charles Van Enger,m
Avy Kaufman,f
Evan Goldberg,m
Lucas Foster,m
Lila Yacoub,f
David E. Kelley,m
Jonathan Amos,m
Anthony Adler,m
Mike McCoy,m
Christophe Barratier,m
Yakima Canutt,m
Oscar Wilde,m
Stephen Trask,m
Hannah Cooper,f
Frédéric Thoraval,m
Travis Wright,m
Stacey Sher,f
Michael Cuesta,m
Justine Seymour,f
Carlo Di Palma,m
Richard C. Goddard,m
Trudie Styler,f
John Stockwell,m
Newton Thomas Sigel,m
Mike Nichols,m
Doug Liman,m
David L. Cunningham,m
Michael Giacchino,m
John A. Alonzo,m
Karyn Wagner,f
Gérard Brach,m
Paul Hepker,m
Durinda Wood,f
Ira Shuman,m
Jules Bass,m
Alan Heim,m
Geoffrey Rowland,m
Tim Burton,m
Carol Fuchs,f
Norm Waitt,m
Amir Mokri,m
Paul Eads,m
Jérôme Salle,m
Neal H. Moritz,m
Marit Allen,f
Jason La Padura,m
David Benullo,m
William Brent Bell,m
K.C. Fox,f
John Williams,m
Tinto Brass,m
Bernard Williams,m
Mary E. Vogt,f
Santo Loquasto,m
Gerry Davis,m
Don Burgess,m
Margot Pipkin,f
Anthony Harvey,m
Christine Vachon,f
Thomas Vinterberg,m
Katharina Schöde,f
Ian Fleming,m
Buddy Johnson,m
Suzy Benzinger,f
Kerry Barden,m
Sofia Coppola,f
Jennifer Engel,f
Robert Lieberman,m
Lorenzo Senatore,m
Steve Abbott,m
Peter Stein,m
Robert Lorenz,m
Danny Dimbort,m
Felicity Nove,f
Anthony DeRosa,m
Michael Aguilar,m
Gary Hamilton,m
Jason Blumenthal,m
Rosen Stefanov,m
Gina Kwon,f
Nathan Crowley,m
Nina Gold,f
Adrian Lyne,m
Sebastian Gutierrez,m
Roma Downey,f
Penny Rose,f
Kim Hardin,f
Edward McDonnell,m
George Furla,m
Jason Blum,m
Richard Tanne,m
Nicolas Clermont,m
Miroslaw Baszak,m
Amy Heckerling,f
Christopher Greenbury,m
Sarah Rae Davidson,f
Kevin Smith,m
George Lucas,m
Peter Lauritson,m
Galt Niederhoffer,f
Chris Henchy,m
Harry Crocker,m
Robert Elswit,m
Jane Rosenthal,f
Kate Carin,f
Craig Ferguson,m
Rodney Liber,m
Seth Rogen,m
Mike Fenton,m
Roberto Orci,m
Michael Rohatyn,m
Michael Powell,m
Jim Quinlan,m
Sheldon Kahn,m
D.W. Griffith,m
Laura Civiello,f
David Guion,m
Baran bo Odar,m
Stephen Sommers,m
José Luis Pérez,m
Rob Cowan,m
Jerry Goldsmith,m
Peter Borck,m
Harvey Weinstein,m
James Sabat,m
Roy Baird,m
Urie McCleary,m
John Bailey,m
Martha De Laurentiis,f
Vincent Angell,m
Frederick Zollo,m
Kim Han-min,m
Allison Burnett,m
Stanley Kubrick,m
Thomas Lee Wright,m
Brian Robbins,m
David Newman,m
Marco Beltrami,m
Kirk Bodyfelt,m
Gary Ross,m
Larry David,m
Jonathan Lynn,m
Hayao Miyazaki,m
Paul Soter,m
Steven Soderbergh,m
Lindy Hemming,f
Claudio Fragasso,m
George Gallo,m
Jan A.P. Kaczmarek,m
Charlie Kaufman,m
Robert Arthur,m
Pasqualino De Santis,m
Marc Platt,m
M. Night Shyamalan,m
David Elliot,m
Peter Craig,m
Park Chan-wook,m
Lou Barlow,m
John Harrison,m
Stephen Levinson,m
Stuart Craig,m
Howard Rosenman,m
Jean Bachelet,m
Pablo González,m
Steve Adcock,m
Vladimir Cosma,m
Mark Wahlberg,m
Takeshi Seyama,m
Spike Jonze,m
David Michôd,m
Kevin Feige,m
William Shakespeare,m
Will Oldham,m
Michael Uslan,m
Roy Jacobsen,m
Frank Mancuso Jr.,m
Gary Capo,m
Ryôhei Suzuki,m
John Bailey,m
Gregory Poirier,m
Nicholas Mastandrea,m
Sean Penn,m
Charlie Kaufman,m
Billy Crystal,m
